title,x,y,z,section,url
Rebuff Altar - Items For Sale,-210.0,-360.0,2383.0,Items For Sale,
Rebuff Altar - Items For Sale,-493.0,137.0,2240.0,Items For Sale,
Rebuff Altar - Items For Sale,-210.0,-360.0,2383.0,Items For Sale,
Enchant Altar - Lushgrove,1133.0,105.0,-560.0,Lushgrove,
Enchant Altar - Lushgrove,1260.0,-625.0,-1070.0,Lushgrove,
Enchant Altar - Lushgrove,1310.0,130.0,-945.0,Lushgrove,
Enchant Altar - Lushgrove,1505.0,165.0,-665.0,Lushgrove,
Enchant Altar - Lushgrove,1410.0,155.0,-580.0,Lushgrove,
Enchant Altar - Lushgrove,1355.0,110.0,-615.0,Lushgrove,
Enchant Altar - Lushgrove,1020.0,130.0,-705.0,Lushgrove,
Enchant Altar - Lushgrove,1275.0,-625.0,-1060.0,Lushgrove,
Enchant Altar - Lushgrove,1300.0,155.0,-550.0,Lushgrove,
Enchant Altar - Carrot Garden,1260.0,-625.0,-1070.0,Carrot Garden,
Enchant Altar - Carrot Garden,1310.0,130.0,-945.0,Carrot Garden,
Enchant Altar - Carrot Garden,1505.0,165.0,-665.0,Carrot Garden,
Enchant Altar - Blue Moon Pool,1410.0,155.0,-580.0,Blue Moon Pool,
Enchant Altar - Blue Moon Pool,1355.0,110.0,-615.0,Blue Moon Pool,
Enchant Altar - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Enchant Altar - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Enchant Altar - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Enchant Altar - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Enchant Altar - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Enchant Altar - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Blue Moon Pool - Snowcap Island,2600.0,150.0,2400.0,Snowcap Island,
Blue Moon Pool - Snowcap Island,2900.0,150.0,2500.0,Snowcap Island,
Blue Moon Pool - Snowcap Island,2710.0,190.0,2560.0,Snowcap Island,
Blue Moon Pool - Snowcap Island,2750.0,135.0,2505.0,Snowcap Island,
Blue Moon Pool - Snowcap Island,2800.0,280.0,2565.0,Snowcap Island,
Blue Moon Pool - Snowcap Island,2845.0,180.0,2700.0,Snowcap Island,
Blue Moon Pool - Sublocations,2900.0,150.0,2500.0,Sublocations,
Blue Moon Pool - Sublocations,2710.0,190.0,2560.0,Sublocations,
Blue Moon Pool - Sublocations,2750.0,135.0,2505.0,Sublocations,
Blue Moon Pool - Snowcap Cave,2900.0,150.0,2500.0,Snowcap Cave,
Blue Moon Pool - Blue Moon Pool,2710.0,190.0,2560.0,Blue Moon Pool,
Blue Moon Pool - Blue Moon Pool,2750.0,135.0,2505.0,Blue Moon Pool,
Blue Moon Pool - Items For Sale,2845.0,180.0,2700.0,Items For Sale,
Blue Moon Pool - Fishing Locations,2800.0,280.0,2565.0,Fishing Locations,
Blue Moon Pool - Freshwater Pond,2800.0,280.0,2565.0,Freshwater Pond,
Blue Moon Pool - Items For Sale,2845.0,180.0,2700.0,Items For Sale,
Blue Moon Pool - Lushgrove,1133.0,105.0,-560.0,Lushgrove,
Blue Moon Pool - Lushgrove,1260.0,-625.0,-1070.0,Lushgrove,
Blue Moon Pool - Lushgrove,1310.0,130.0,-945.0,Lushgrove,
Blue Moon Pool - Lushgrove,1505.0,165.0,-665.0,Lushgrove,
Blue Moon Pool - Lushgrove,1410.0,155.0,-580.0,Lushgrove,
Blue Moon Pool - Lushgrove,1355.0,110.0,-615.0,Lushgrove,
Blue Moon Pool - Lushgrove,1020.0,130.0,-705.0,Lushgrove,
Blue Moon Pool - Lushgrove,1275.0,-625.0,-1060.0,Lushgrove,
Blue Moon Pool - Lushgrove,1300.0,155.0,-550.0,Lushgrove,
Blue Moon Pool - Carrot Garden,1260.0,-625.0,-1070.0,Carrot Garden,
Blue Moon Pool - Carrot Garden,1310.0,130.0,-945.0,Carrot Garden,
Blue Moon Pool - Carrot Garden,1505.0,165.0,-665.0,Carrot Garden,
Blue Moon Pool - Blue Moon Pool,1410.0,155.0,-580.0,Blue Moon Pool,
Blue Moon Pool - Blue Moon Pool,1355.0,110.0,-615.0,Blue Moon Pool,
Blue Moon Pool - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Blue Moon Pool - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Blue Moon Pool - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Blue Moon Pool - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Blue Moon Pool - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Blue Moon Pool - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Waveborne - Waveborne,360.0,90.0,780.0,Waveborne,
Waveborne - Waveborne,400.0,85.0,737.0,Waveborne,
Waveborne - Waveborne,55.0,160.0,833.0,Waveborne,
Waveborne - Waveborne,165.0,115.0,730.0,Waveborne,
Waveborne - Waveborne,165.0,115.0,720.0,Waveborne,
Waveborne - Waveborne,223.0,120.0,815.0,Waveborne,
Waveborne - Waveborne,405.0,85.0,862.0,Waveborne,
Waveborne - Items for Sale,165.0,115.0,730.0,Items for Sale,
Waveborne - Items for Sale,165.0,115.0,720.0,Items for Sale,
Waveborne - Items for Sale,223.0,120.0,815.0,Items for Sale,
Waveborne - Items for Sale,405.0,85.0,862.0,Items for Sale,
Waveborne - Leaderboards,400.0,85.0,737.0,Leaderboards,
Waveborne - Leaderboards,55.0,160.0,833.0,Leaderboards,
Waveborne - For Sale,165.0,115.0,730.0,For Sale,
Waveborne - For Sale,165.0,115.0,720.0,For Sale,
Waveborne - For Sale,223.0,120.0,815.0,For Sale,
Waveborne - For Sale,405.0,85.0,862.0,For Sale,
Isle of New Beginnings - Isle of New Beginnings,-300.0,83.0,-380.0,Isle of New Beginnings,
Isle of New Beginnings - Isle of New Beginnings,-30.0,-1350.0,-2160.0,Isle of New Beginnings,
Isle of New Beginnings - Isle of New Beginnings,-387.0,80.0,-387.0,Isle of New Beginnings,
Isle of New Beginnings - Isle of New Beginnings,-50.0,-1350.0,-2170.0,Isle of New Beginnings,
Isle of New Beginnings - Isle of New Beginnings,-317.0,85.0,-420.0,Isle of New Beginnings,
Isle of New Beginnings - Whale Interior,-30.0,-1350.0,-2160.0,Whale Interior,
Isle of New Beginnings - Items For Sale,-387.0,80.0,-387.0,Items For Sale,
Isle of New Beginnings - Items For Sale,-50.0,-1350.0,-2170.0,Items For Sale,
Isle of New Beginnings - Items For Sale,-317.0,85.0,-420.0,Items For Sale,
Isle of New Beginnings - Items For Sale,-387.0,80.0,-387.0,Items For Sale,
Isle of New Beginnings - Items For Sale,-50.0,-1350.0,-2170.0,Items For Sale,
Isle of New Beginnings - Items For Sale,-317.0,85.0,-420.0,Items For Sale,
Lushgrove - Lushgrove,1133.0,105.0,-560.0,Lushgrove,
Lushgrove - Lushgrove,1260.0,-625.0,-1070.0,Lushgrove,
Lushgrove - Lushgrove,1310.0,130.0,-945.0,Lushgrove,
Lushgrove - Lushgrove,1505.0,165.0,-665.0,Lushgrove,
Lushgrove - Lushgrove,1410.0,155.0,-580.0,Lushgrove,
Lushgrove - Lushgrove,1355.0,110.0,-615.0,Lushgrove,
Lushgrove - Lushgrove,1020.0,130.0,-705.0,Lushgrove,
Lushgrove - Lushgrove,1275.0,-625.0,-1060.0,Lushgrove,
Lushgrove - Lushgrove,1300.0,155.0,-550.0,Lushgrove,
Lushgrove - Carrot Garden,1260.0,-625.0,-1070.0,Carrot Garden,
Lushgrove - Carrot Garden,1310.0,130.0,-945.0,Carrot Garden,
Lushgrove - Carrot Garden,1505.0,165.0,-665.0,Carrot Garden,
Lushgrove - Blue Moon Pool,1410.0,155.0,-580.0,Blue Moon Pool,
Lushgrove - Blue Moon Pool,1355.0,110.0,-615.0,Blue Moon Pool,
Lushgrove - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Lushgrove - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Lushgrove - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Lushgrove - Items For Sale,1020.0,130.0,-705.0,Items For Sale,
Lushgrove - Items For Sale,1275.0,-625.0,-1060.0,Items For Sale,
Lushgrove - Items For Sale,1300.0,155.0,-550.0,Items For Sale,
Emberreach - Emberreach,2390.0,83.0,-490.0,Emberreach,
Emberreach - Emberreach,2870.0,165.0,520.0,Emberreach,
Emberreach - Items For Sale,2870.0,165.0,520.0,Items For Sale,
Emberreach - Items For Sale,2870.0,165.0,520.0,Items For Sale,
Azure Lagoon - Azure Lagoon,1310.0,80.0,2113.0,Azure Lagoon,
Azure Lagoon - Azure Lagoon,1287.0,90.0,2285.0,Azure Lagoon,
Azure Lagoon - Items For Sale,1287.0,90.0,2285.0,Items For Sale,
Azure Lagoon - Items For Sale,1287.0,90.0,2285.0,Items For Sale,
The Cursed Shores - The Cursed Shores,-235.0,85.0,1930.0,The Cursed Shores,
The Cursed Shores - The Cursed Shores,-185.0,-370.0,2280.0,The Cursed Shores,
The Cursed Shores - The Cursed Shores,-435.0,-40.0,1665.0,The Cursed Shores,
The Cursed Shores - The Cursed Shores,-493.0,137.0,2240.0,The Cursed Shores,
The Cursed Shores - The Cursed Shores,-210.0,-360.0,2383.0,The Cursed Shores,
The Cursed Shores - Oscar's Locker,-185.0,-370.0,2280.0,Oscar's Locker,
The Cursed Shores - Oscar's Locker,-435.0,-40.0,1665.0,Oscar's Locker,
The Cursed Shores - Items For Sale,-493.0,137.0,2240.0,Items For Sale,
The Cursed Shores - Items For Sale,-210.0,-360.0,2383.0,Items For Sale,
The Cursed Shores - Items For Sale,-493.0,137.0,2240.0,Items For Sale,
The Cursed Shores - Items For Sale,-210.0,-360.0,2383.0,Items For Sale,
Pine Shoals - Pine Shoals,1165.0,80.0,480.0,Pine Shoals,
Cults Curse - Cults Curse,7.0,100.0,0.0,Cults Curse,
Cults Curse - Cults Curse,35.0,700.0,0.0,Cults Curse,
Cults Curse - Cults Curse,142.0,800.0,0.0,Cults Curse,
Cults Curse - Cults Curse,285.0,700.0,0.0,Cults Curse,
Cults Curse - Cults Curse,500.0,0.0,0.0,Cults Curse,
Cults Curse - Quest,7.0,100.0,0.0,Quest,
Cults Curse - Quest,35.0,700.0,0.0,Quest,
Cults Curse - Quest,142.0,800.0,0.0,Quest,
Cults Curse - Quest,285.0,700.0,0.0,Quest,
Cults Curse - Quest,500.0,0.0,0.0,Quest,
Cults Curse - Event Bestiary,285.0,700.0,0.0,Event Bestiary,
Cults Curse - Quest Items,7.0,100.0,0.0,Quest Items,
Cults Curse - Quest Items,35.0,700.0,0.0,Quest Items,
Cults Curse - Quest Items,142.0,800.0,0.0,Quest Items,
Cults Curse - Quest Items,285.0,700.0,0.0,Quest Items,
Cults Curse - Quest Items,500.0,0.0,0.0,Quest Items,
Version 1.23.0.1 - 1.23,7.0,100.0,0.0,1.23,
Version 1.23.0.1 - 1.23,35.0,700.0,0.0,1.23,
Version 1.23.0.1 - 1.23,142.0,800.0,0.0,1.23,
Version 1.23.0.1 - 1.23,285.0,700.0,0.0,1.23,
Version 1.23.0.1 - 1.23,500.0,0.0,0.0,1.23,
Version 1.23.0.1 - 1.23.0,7.0,100.0,0.0,1.23.0,
Version 1.23.0.1 - 1.23.0,35.0,700.0,0.0,1.23.0,
Version 1.23.0.1 - 1.23.0,142.0,800.0,0.0,1.23.0,
Version 1.23.0.1 - 1.23.0,285.0,700.0,0.0,1.23.0,
Version 1.23.0.1 - 1.23.0,500.0,0.0,0.0,1.23.0,
Version 1.23.0.1 - Limited-Time Event,7.0,100.0,0.0,Limited-Time Event,
Version 1.23.0.1 - Limited-Time Event,35.0,700.0,0.0,Limited-Time Event,
Version 1.23.0.1 - Limited-Time Event,142.0,800.0,0.0,Limited-Time Event,
Version 1.23.0.1 - Limited-Time Event,285.0,700.0,0.0,Limited-Time Event,
Version 1.23.0.1 - Limited-Time Event,500.0,0.0,0.0,Limited-Time Event,
Crypt of the Green One - The Hunt: Mega Edition,130.0,150.0,2040.0,The Hunt: Mega Edition,
Crypt of the Green One - Crypt of the Green One,130.0,150.0,2040.0,Crypt of the Green One,
Crypt of the Green One - Entrance,130.0,150.0,2040.0,Entrance,
Version 1.23.0 - 1.23,7.0,100.0,0.0,1.23,
Version 1.23.0 - 1.23,35.0,700.0,0.0,1.23,
Version 1.23.0 - 1.23,142.0,800.0,0.0,1.23,
Version 1.23.0 - 1.23,285.0,700.0,0.0,1.23,
Version 1.23.0 - 1.23,500.0,0.0,0.0,1.23,
Version 1.23.0 - 1.23.0,7.0,100.0,0.0,1.23.0,
Version 1.23.0 - 1.23.0,35.0,700.0,0.0,1.23.0,
Version 1.23.0 - 1.23.0,142.0,800.0,0.0,1.23.0,
Version 1.23.0 - 1.23.0,285.0,700.0,0.0,1.23.0,
Version 1.23.0 - 1.23.0,500.0,0.0,0.0,1.23.0,
Version 1.23.0 - Limited-Time Event,7.0,100.0,0.0,Limited-Time Event,
Version 1.23.0 - Limited-Time Event,35.0,700.0,0.0,Limited-Time Event,
Version 1.23.0 - Limited-Time Event,142.0,800.0,0.0,Limited-Time Event,
Version 1.23.0 - Limited-Time Event,285.0,700.0,0.0,Limited-Time Event,
Version 1.23.0 - Limited-Time Event,500.0,0.0,0.0,Limited-Time Event,
Mariana's Veil - Mariana's Veil,1500.0,125.0,530.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-1305.0,130.0,310.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-3175.0,-2035.0,4020.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,740.0,-3355.0,-1530.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-1480.0,137.0,382.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-3365.0,-2260.0,3850.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-800.0,-3280.0,-625.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,-3180.0,-2035.0,4020.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,2.0,500.0,0.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,10.0,0.0,0.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,15.0,0.0,0.0,Mariana's Veil,
Mariana's Veil - Mariana's Veil,1.0,0.0,0.0,Mariana's Veil,
Mariana's Veil - Submarine Depot,-1305.0,130.0,310.0,Submarine Depot,
Mariana's Veil - Submarine Depot,-1480.0,137.0,382.0,Submarine Depot,
Mariana's Veil - Cave System,-3175.0,-2035.0,4020.0,Cave System,
Mariana's Veil - Cave System,740.0,-3355.0,-1530.0,Cave System,
Mariana's Veil - Cave System,-3365.0,-2260.0,3850.0,Cave System,
Mariana's Veil - Cave System,-800.0,-3280.0,-625.0,Cave System,
Mariana's Veil - Volcanic Vents,-3175.0,-2035.0,4020.0,Volcanic Vents,
Mariana's Veil - Volcanic Vents,-3365.0,-2260.0,3850.0,Volcanic Vents,
Mariana's Veil - Challenger's Deep,740.0,-3355.0,-1530.0,Challenger's Deep,
Mariana's Veil - Challenger's Deep,-800.0,-3280.0,-625.0,Challenger's Deep,
Mariana's Veil - Items for Sale,-3180.0,-2035.0,4020.0,Items for Sale,
Mariana's Veil - Items for Sale,2.0,500.0,0.0,Items for Sale,
Mariana's Veil - Items for Sale,740.0,-3355.0,-1530.0,Items for Sale,
Mariana's Veil - Items for Sale,10.0,0.0,0.0,Items for Sale,
Mariana's Veil - Items for Sale,15.0,0.0,0.0,Items for Sale,
Mariana's Veil - Items for Sale,1.0,0.0,0.0,Items for Sale,
Mariana's Veil - Mariana's Veil Items,-3180.0,-2035.0,4020.0,Mariana's Veil Items,
Mariana's Veil - Mariana's Veil Items,2.0,500.0,0.0,Mariana's Veil Items,
Mariana's Veil - Mariana's Veil Items,740.0,-3355.0,-1530.0,Mariana's Veil Items,
Mariana's Veil - Mariana's Veil Items,10.0,0.0,0.0,Mariana's Veil Items,
Mariana's Veil - Mariana's Veil Items,15.0,0.0,0.0,Mariana's Veil Items,
Mariana's Veil - Mariana's Veil Items,1.0,0.0,0.0,Mariana's Veil Items,
The Laboratory - The Laboratory,-1785.0,130.0,-485.0,The Laboratory,
Atlantis - Atlantis,-4300.0,-580.0,1800.0,Atlantis,
Atlantis - Atlantis,-2522.0,138.0,1593.0,Atlantis,
Atlantis - Atlantis,-2551.0,150.0,1667.0,Atlantis,
Atlantis - Atlantis,-2729.0,168.0,1730.0,Atlantis,
Atlantis - Atlantis,-2881.0,317.0,1607.0,Atlantis,
Atlantis - Atlantis,-2835.0,131.0,1510.0,Atlantis,
Atlantis - Atlantis,-4465.0,-604.0,1874.0,Atlantis,
Atlantis - Atlantis,-4277.0,-606.0,1838.0,Atlantis,
Atlantis - Atlantis,1.0,850.0,0.0,Atlantis,
Atlantis - Atlantis,-4928.0,-595.0,1857.0,Atlantis,
Atlantis - Atlantis,1.0,0.0,0.0,Atlantis,
Atlantis - Atlantis,-3804.0,-567.0,1870.0,Atlantis,
Atlantis - Atlantis,1.0,555.0,555.0,Atlantis,
Atlantis - Atlantis,-4086.0,-559.0,895.0,Atlantis,
Atlantis - Atlantis,2.0,700.0,0.0,Atlantis,
Atlantis - Atlantis,-4272.0,-629.0,2665.0,Atlantis,
Atlantis - Atlantis,1.0,333.0,333.0,Atlantis,
Atlantis - Atlantis,-4415.0,-997.0,2055.0,Atlantis,
Atlantis - Atlantis,1.0,500.0,0.0,Atlantis,
Atlantis - Atlantis,-3953.0,-556.0,853.0,Atlantis,
Atlantis - Atlantis,-4325.0,-630.0,2687.0,Atlantis,
Atlantis - Atlantis,-177.0,144.0,1933.0,Atlantis,
Atlantis - Atlantis,-4462.0,-605.0,1875.0,Atlantis,
Atlantis - Atlantis,-4463.0,-603.0,1876.0,Atlantis,
Atlantis - Atlantis,-4452.0,-603.0,1877.0,Atlantis,
Atlantis - Atlantis,-4450.0,-605.0,1874.0,Atlantis,
Atlantis - Atlantis,-4446.0,-605.0,1866.0,Atlantis,
Atlantis - Heart of Zeus,-2522.0,138.0,1593.0,Heart of Zeus,
Atlantis - Heart of Zeus,-2551.0,150.0,1667.0,Heart of Zeus,
Atlantis - Heart of Zeus,-2729.0,168.0,1730.0,Heart of Zeus,
Atlantis - Heart of Zeus,-2881.0,317.0,1607.0,Heart of Zeus,
Atlantis - Heart of Zeus,-2835.0,131.0,1510.0,Heart of Zeus,
Atlantis - Items for Sale,-4465.0,-604.0,1874.0,Items for Sale,
Atlantis - Items for Sale,-4277.0,-606.0,1838.0,Items for Sale,
Atlantis - Items for Sale,1.0,850.0,0.0,Items for Sale,
Atlantis - Items for Sale,-4928.0,-595.0,1857.0,Items for Sale,
Atlantis - Items for Sale,1.0,0.0,0.0,Items for Sale,
Atlantis - Items for Sale,-3804.0,-567.0,1870.0,Items for Sale,
Atlantis - Items for Sale,1.0,555.0,555.0,Items for Sale,
Atlantis - Items for Sale,-4086.0,-559.0,895.0,Items for Sale,
Atlantis - Items for Sale,2.0,700.0,0.0,Items for Sale,
Atlantis - Items for Sale,-4272.0,-629.0,2665.0,Items for Sale,
Atlantis - Items for Sale,1.0,333.0,333.0,Items for Sale,
Atlantis - Items for Sale,-4415.0,-997.0,2055.0,Items for Sale,
Atlantis - Items for Sale,1.0,500.0,0.0,Items for Sale,
Atlantis - Items for Sale,-3953.0,-556.0,853.0,Items for Sale,
Atlantis - Items for Sale,-4325.0,-630.0,2687.0,Items for Sale,
Atlantis - Items for Sale,-177.0,144.0,1933.0,Items for Sale,
Atlantis - Items for Sale,-4462.0,-605.0,1875.0,Items for Sale,
Atlantis - Items for Sale,-4463.0,-603.0,1876.0,Items for Sale,
Atlantis - Items for Sale,-4452.0,-603.0,1877.0,Items for Sale,
Atlantis - Items for Sale,-4450.0,-605.0,1874.0,Items for Sale,
Atlantis - Items for Sale,-4446.0,-605.0,1866.0,Items for Sale,
Atlantis - Lever Locations,-2522.0,138.0,1593.0,Lever Locations,
Atlantis - Lever Locations,-2551.0,150.0,1667.0,Lever Locations,
Atlantis - Lever Locations,-2729.0,168.0,1730.0,Lever Locations,
Atlantis - Lever Locations,-2881.0,317.0,1607.0,Lever Locations,
Atlantis - Lever Locations,-2835.0,131.0,1510.0,Lever Locations,
Atlantis - Atlantis Items,-4465.0,-604.0,1874.0,Atlantis Items,
Atlantis - Atlantis Items,-4277.0,-606.0,1838.0,Atlantis Items,
Atlantis - Atlantis Items,1.0,850.0,0.0,Atlantis Items,
Atlantis - Atlantis Items,-4928.0,-595.0,1857.0,Atlantis Items,
Atlantis - Atlantis Items,1.0,0.0,0.0,Atlantis Items,
Atlantis - Atlantis Items,-3804.0,-567.0,1870.0,Atlantis Items,
Atlantis - Atlantis Items,1.0,555.0,555.0,Atlantis Items,
Atlantis - Atlantis Items,-4086.0,-559.0,895.0,Atlantis Items,
Atlantis - Atlantis Items,2.0,700.0,0.0,Atlantis Items,
Atlantis - Atlantis Items,-4272.0,-629.0,2665.0,Atlantis Items,
Atlantis - Atlantis Items,1.0,333.0,333.0,Atlantis Items,
Atlantis - Atlantis Items,-4415.0,-997.0,2055.0,Atlantis Items,
Atlantis - Atlantis Items,1.0,500.0,0.0,Atlantis Items,
Atlantis - Atlantis Items,-3953.0,-556.0,853.0,Atlantis Items,
Atlantis - Atlantis Items,-4325.0,-630.0,2687.0,Atlantis Items,
Atlantis - Atlantis Items,-177.0,144.0,1933.0,Atlantis Items,
Atlantis - Atlantis Items,-4462.0,-605.0,1875.0,Atlantis Items,
Atlantis - Atlantis Items,-4463.0,-603.0,1876.0,Atlantis Items,
Atlantis - Atlantis Items,-4452.0,-603.0,1877.0,Atlantis Items,
Atlantis - Atlantis Items,-4450.0,-605.0,1874.0,Atlantis Items,
Atlantis - Atlantis Items,-4446.0,-605.0,1866.0,Atlantis Items,
Atlantean Storm - Grand Reef,-3530.0,130.0,550.0,Grand Reef,
Grand Reef - Grand Reef,-3530.0,130.0,550.0,Grand Reef,
Winter Village - Fischmas,5815.0,145.0,270.0,Fischmas,
Winter Village - Fischmas,-2490.0,135.0,1470.0,Fischmas,
Winter Village - Fischmas,400.0,135.0,305.0,Fischmas,
Winter Village - Fischmas,2410.0,135.0,-730.0,Fischmas,
Winter Village - Fischmas,-1920.0,500.0,160.0,Fischmas,
Winter Village - Fischmas,2640.0,140.0,2425.0,Fischmas,
Winter Village - Fischmas,45.0,140.0,-1030.0,Fischmas,
Winter Village - Fischmas,-890.0,135.0,-1110.0,Fischmas,
Winter Village - Fischmas,-160.0,140.0,1895.0,Fischmas,
Winter Village - Fischmas,-190.0,370.0,-9445.0,Fischmas,
Winter Village - Fischmas,-15.0,365.0,-9590.0,Fischmas,
Winter Village - Part 2,-190.0,370.0,-9445.0,Part 2,
Winter Village - Part 2,-15.0,365.0,-9590.0,Part 2,
Winter Village - Winter Village,-190.0,370.0,-9445.0,Winter Village,
Winter Village - Winter Village,-15.0,365.0,-9590.0,Winter Village,
Winter Village - For Sale,-190.0,370.0,-9445.0,For Sale,
Winter Village - For Sale,-15.0,365.0,-9590.0,For Sale,
Winter Village - Part 3,5815.0,145.0,270.0,Part 3,
Winter Village - Part 3,-2490.0,135.0,1470.0,Part 3,
Winter Village - Part 3,400.0,135.0,305.0,Part 3,
Winter Village - Part 3,2410.0,135.0,-730.0,Part 3,
Winter Village - Part 3,-1920.0,500.0,160.0,Part 3,
Winter Village - Part 3,2640.0,140.0,2425.0,Part 3,
Winter Village - Part 3,45.0,140.0,-1030.0,Part 3,
Winter Village - Part 3,-890.0,135.0,-1110.0,Part 3,
Winter Village - Part 3,-160.0,140.0,1895.0,Part 3,
Winter Village - Santa Quest,5815.0,145.0,270.0,Santa Quest,
Winter Village - Santa Quest,-2490.0,135.0,1470.0,Santa Quest,
Winter Village - Santa Quest,400.0,135.0,305.0,Santa Quest,
Winter Village - Santa Quest,2410.0,135.0,-730.0,Santa Quest,
Winter Village - Santa Quest,-1920.0,500.0,160.0,Santa Quest,
Winter Village - Santa Quest,2640.0,140.0,2425.0,Santa Quest,
Winter Village - Santa Quest,45.0,140.0,-1030.0,Santa Quest,
Winter Village - Santa Quest,-890.0,135.0,-1110.0,Santa Quest,
Winter Village - Santa Quest,-160.0,140.0,1895.0,Santa Quest,
Winter Village - Second Quest,5815.0,145.0,270.0,Second Quest,
Winter Village - Second Quest,-2490.0,135.0,1470.0,Second Quest,
Winter Village - Second Quest,400.0,135.0,305.0,Second Quest,
Winter Village - Second Quest,2410.0,135.0,-730.0,Second Quest,
Winter Village - Second Quest,-1920.0,500.0,160.0,Second Quest,
Winter Village - Second Quest,2640.0,140.0,2425.0,Second Quest,
Winter Village - Second Quest,45.0,140.0,-1030.0,Second Quest,
Winter Village - Second Quest,-890.0,135.0,-1110.0,Second Quest,
Winter Village - Second Quest,-160.0,140.0,1895.0,Second Quest,
Winter Village - For Sale,-190.0,370.0,-9445.0,For Sale,
Winter Village - For Sale,-15.0,365.0,-9590.0,For Sale,
Winter Village - Elf Locations,5815.0,145.0,270.0,Elf Locations,
Winter Village - Elf Locations,-2490.0,135.0,1470.0,Elf Locations,
Winter Village - Elf Locations,400.0,135.0,305.0,Elf Locations,
Winter Village - Elf Locations,2410.0,135.0,-730.0,Elf Locations,
Winter Village - Elf Locations,-1920.0,500.0,160.0,Elf Locations,
Winter Village - Elf Locations,2640.0,140.0,2425.0,Elf Locations,
Winter Village - Elf Locations,45.0,140.0,-1030.0,Elf Locations,
Winter Village - Elf Locations,-890.0,135.0,-1110.0,Elf Locations,
Winter Village - Elf Locations,-160.0,140.0,1895.0,Elf Locations,
Northern Expedition - Northern Expedition,400.0,135.0,265.0,Northern Expedition,
Northern Expedition - Northern Expedition,5506.0,147.0,-315.0,Northern Expedition,
Northern Expedition - Northern Expedition,2930.0,281.0,2594.0,Northern Expedition,
Northern Expedition - Northern Expedition,-1715.0,149.0,737.0,Northern Expedition,
Northern Expedition - Northern Expedition,-2566.0,181.0,1353.0,Northern Expedition,
Northern Expedition - Northern Expedition,2.0,750.0,0.0,Northern Expedition,
Northern Expedition - Northern Expedition,1.0,500.0,0.0,Northern Expedition,
Northern Expedition - Sublocations,400.0,135.0,265.0,Sublocations,
Northern Expedition - Sublocations,5506.0,147.0,-315.0,Sublocations,
Northern Expedition - Sublocations,2930.0,281.0,2594.0,Sublocations,
Northern Expedition - Sublocations,-1715.0,149.0,737.0,Sublocations,
Northern Expedition - Sublocations,-2566.0,181.0,1353.0,Sublocations,
Northern Expedition - Glacial Grotto,400.0,135.0,265.0,Glacial Grotto,
Northern Expedition - Glacial Grotto,5506.0,147.0,-315.0,Glacial Grotto,
Northern Expedition - Glacial Grotto,2930.0,281.0,2594.0,Glacial Grotto,
Northern Expedition - Glacial Grotto,-1715.0,149.0,737.0,Glacial Grotto,
Northern Expedition - Glacial Grotto,-2566.0,181.0,1353.0,Glacial Grotto,
Northern Expedition - Crystal Puzzle,400.0,135.0,265.0,Crystal Puzzle,
Northern Expedition - Crystal Puzzle,5506.0,147.0,-315.0,Crystal Puzzle,
Northern Expedition - Crystal Puzzle,2930.0,281.0,2594.0,Crystal Puzzle,
Northern Expedition - Crystal Puzzle,-1715.0,149.0,737.0,Crystal Puzzle,
Northern Expedition - Crystal Puzzle,-2566.0,181.0,1353.0,Crystal Puzzle,
Northern Expedition - Items for Sale,2.0,750.0,0.0,Items for Sale,
Northern Expedition - Items for Sale,1.0,500.0,0.0,Items for Sale,
Northern Expedition - Button Locations,400.0,135.0,265.0,Button Locations,
Northern Expedition - Button Locations,5506.0,147.0,-315.0,Button Locations,
Northern Expedition - Button Locations,2930.0,281.0,2594.0,Button Locations,
Northern Expedition - Button Locations,-1715.0,149.0,737.0,Button Locations,
Northern Expedition - Button Locations,-2566.0,181.0,1353.0,Button Locations,
